datetime,location,y_test,y_pred,is_missing
2024-06-21 09:00:00,1,705.963,976.268680926077,0.0
2024-06-21 09:10:00,1,794.913,927.3653841417712,0.0
2024-06-21 09:20:00,1,867.45,900.1182214419699,0.0
2024-06-21 09:30:00,1,961.782,888.6531796975331,0.0
2024-06-21 09:40:00,1,1037.141,882.706334957102,0.0
2024-06-21 09:50:00,1,1131.693,873.2225964059616,0.0
2024-06-21 10:00:00,1,1191.843,857.7058122476714,0.0
2024-06-21 10:10:00,1,1283.86,836.4996513683494,0.0
2024-06-21 10:20:00,1,1166.237,817.9019533792796,0.0
2024-06-21 10:30:00,1,716.4069999999999,801.7856126070682,0.0
2024-06-21 10:40:00,1,943.673,780.2042683940501,0.0
2024-06-21 10:50:00,1,805.5600000000001,748.2159400493663,0.0
2024-06-21 11:00:00,1,839.432,707.1671382590093,0.0
2024-06-21 11:10:00,1,945.352,663.0534171908224,0.0
2024-06-21 11:20:00,1,833.992,623.4203162655558,0.0
2024-06-21 11:30:00,1,989.242,589.19958191617,0.0
2024-06-21 11:40:00,1,1063.742,554.8516562462069,0.0
2024-06-21 11:50:00,1,1100.434,516.3227828517208,0.0
2024-06-21 12:00:00,1,1151.172,474.81936714272524,0.0
2024-06-21 12:10:00,1,776.929,435.05189412960107,0.0
2024-06-21 12:20:00,1,452.282,401.2370986510848,0.0
2024-06-21 12:30:00,1,1134.625,373.11170904245165,0.0
2024-06-21 12:40:00,1,1211.061,346.69248971243076,0.0
2024-06-21 12:50:00,1,934.243,319.00214654538564,0.0
2024-06-21 13:00:00,1,822.6379999999999,290.6367521759457,0.0
2024-06-21 13:10:00,1,772.182,264.49093490885696,0.0
2024-06-21 13:20:00,1,774.534,242.8687687829391,0.0
2024-06-21 13:30:00,1,696.616,225.28970329692862,0.0
2024-06-21 13:40:00,1,753.049,209.13459107885927,0.0
2024-06-21 13:50:00,1,192.823,192.43193917973787,0.0
2024-06-21 14:00:00,1,558.428,175.49878558796192,0.0
2024-06-21 14:10:00,1,580.341,160.1237983096448,0.0
2024-06-21 14:20:00,1,518.975,147.62732201553843,0.0
2024-06-21 14:30:00,1,182.97,137.57097827385383,0.0
2024-06-21 14:40:00,1,102.806,128.2726545916803,0.0
2024-06-21 14:50:00,1,16.119,118.52235409705861,0.0
2024-06-21 15:00:00,1,29.487777777777776,108.60987900775403,0.0
2024-06-21 15:10:00,1,19.25,99.74277645529824,0.0
2024-06-21 15:20:00,1,21.486,92.67964429512497,0.0
2024-06-21 15:30:00,1,22.102,86.99551055583387,0.0
2024-06-21 15:40:00,1,27.57,81.61968603005096,0.0
2024-06-21 15:50:00,1,20.625,76.14439070726036,0.0
2024-06-21 16:00:00,1,20.513,72.02124949739648,0.0
2024-06-21 16:10:00,1,10.093333333333334,71.75031558121032,0.0
2024-06-21 16:20:00,1,9.279,72.94235632373243,0.0
2024-06-21 16:30:00,1,8.997,95.29567486555455,0.0
2024-06-21 16:40:00,1,3.431,158.84173093945176,0.0
2024-06-21 16:50:00,1,5.315555555555556,170.9187167360347,0.0
2024-06-22 09:00:00,1,639.1220000000001,34.32551483226762,0.0
2024-06-22 09:10:00,1,770.324,56.252055749176456,0.0
2024-06-22 09:20:00,1,737.482,84.54979305315072,0.0
2024-06-22 09:30:00,1,834.0555555555555,124.09867113301513,0.0
2024-06-22 09:40:00,1,854.392,190.6122412645975,0.0
2024-06-22 09:50:00,1,994.8657142857144,272.8972524384429,0.0
2024-06-22 10:00:00,1,1015.1155555555556,370.17007508203926,0.0
2024-06-22 10:10:00,1,1074.389,508.8142228476146,0.0
2024-06-22 10:20:00,1,1173.0733333333333,617.1447255152625,0.0
2024-06-22 10:30:00,1,1108.638,727.749696319472,0.0
2024-06-22 10:40:00,1,988.413,836.0072163682787,0.0
2024-06-22 10:50:00,1,481.011,918.2088409063459,0.0
2024-06-22 11:00:00,1,1130.756,971.2037929065212,0.0
2024-06-22 11:10:00,1,1047.023,1022.3655054545059,0.0
2024-06-22 11:20:00,1,1016.723,1061.5986000013056,0.0
2024-06-22 11:30:00,1,1186.349,1091.3077005179168,0.0
2024-06-22 11:40:00,1,1233.1799999999998,1107.2907787799872,0.0
2024-06-22 11:50:00,1,1242.8960000000002,1106.1031084227698,0.0
2024-06-22 12:00:00,1,1268.858,1087.8956088653906,0.0
2024-06-22 12:10:00,1,1258.825,1055.986223553587,0.0
2024-06-22 12:20:00,1,1129.352,1017.7943769059235,0.0
2024-06-22 12:30:00,1,995.28,977.6337139764421,0.0
2024-06-22 12:40:00,1,839.1969999999999,933.9155767658949,0.0
2024-06-22 12:50:00,1,814.426,883.5829091923075,0.0
2024-06-22 13:00:00,1,922.095,826.8801514899172,0.0
2024-06-22 13:10:00,1,869.4979999999999,767.503157819908,0.0
