datetime,location,y_test,y_pred,is_missing
2024-06-21 09:00:00,1,705.963,782.2243869386361,0.0
2024-06-21 09:10:00,1,794.913,595.317930920365,0.0
2024-06-21 09:20:00,1,867.45,455.0398987580918,0.0
2024-06-21 09:30:00,1,961.782,336.9523311748055,0.0
2024-06-21 09:40:00,1,1037.141,260.04571390720633,0.0
2024-06-21 09:50:00,1,1131.693,216.31518382317012,0.0
2024-06-21 10:00:00,1,1191.843,197.74832022035764,0.0
2024-06-21 10:10:00,1,1283.86,197.25625215099856,0.0
2024-06-21 10:20:00,1,1166.237,207.63386740511186,0.0
2024-06-21 10:30:00,1,716.4069999999999,220.12067223961506,0.0
2024-06-21 10:40:00,1,943.673,227.54325466709008,0.0
2024-06-21 10:50:00,1,805.5600000000001,227.5382851040059,0.0
2024-06-21 11:00:00,1,839.432,221.69844661846082,0.0
2024-06-21 11:10:00,1,945.352,212.87687119524827,0.0
2024-06-21 11:20:00,1,833.992,203.65072103138974,0.0
2024-06-21 11:30:00,1,989.242,195.44097307360315,0.0
2024-06-21 11:40:00,1,1063.742,188.271270106889,0.0
2024-06-21 11:50:00,1,1100.434,181.511193221683,0.0
2024-06-21 12:00:00,1,1151.172,174.53187038741447,0.0
2024-06-21 12:10:00,1,776.929,167.05135896230917,0.0
2024-06-21 12:20:00,1,452.282,159.16204059045617,0.0
2024-06-21 12:30:00,1,1134.625,151.16703461076776,0.0
2024-06-21 12:40:00,1,1211.061,143.38046629029571,0.0
2024-06-21 12:50:00,1,934.243,136.01546562328986,0.0
2024-06-21 13:00:00,1,822.6379999999999,129.1611268354108,0.0
2024-06-21 13:10:00,1,772.182,122.81103096427721,0.0
2024-06-21 13:20:00,1,774.534,116.90469684251998,0.0
2024-06-21 13:30:00,1,696.616,111.36730841736093,0.0
2024-06-21 13:40:00,1,753.049,106.1366167442509,0.0
2024-06-21 13:50:00,1,192.823,101.17092796923411,0.0
2024-06-21 14:00:00,1,558.428,96.44611138231592,0.0
2024-06-21 14:10:00,1,580.341,91.94797880635278,0.0
2024-06-21 14:20:00,1,518.975,87.66578656205962,0.0
2024-06-21 14:30:00,1,182.97,83.58833006850077,0.0
2024-06-21 14:40:00,1,102.806,79.70270602710013,0.0
2024-06-21 14:50:00,1,16.119,75.99472818307305,0.0
2024-06-21 15:00:00,1,29.487777777777776,72.45005801480076,0.0
2024-06-21 15:10:00,1,19.25,69.05521433391351,0.0
2024-06-21 15:20:00,1,21.486,65.79822433602698,0.0
2024-06-21 15:30:00,1,22.102,62.668829283995564,0.0
2024-06-21 15:40:00,1,27.57,59.658128944568645,0.0
2024-06-21 15:50:00,1,20.625,56.758345603319064,0.0
2024-06-21 16:00:00,1,20.513,53.96244830810382,0.0
2024-06-21 16:10:00,1,10.093333333333334,51.26401307317994,0.0
2024-06-21 16:20:00,1,9.279,48.65704930944999,0.0
2024-06-21 16:30:00,1,8.997,46.136123060459916,0.0
2024-06-21 16:40:00,1,3.431,43.69634099556543,0.0
2024-06-21 16:50:00,1,5.315555555555556,41.33330886129206,0.0
2024-06-22 09:00:00,1,639.1220000000001,15.339564299589231,0.0
2024-06-22 09:10:00,1,770.324,14.201290806473496,0.0
2024-06-22 09:20:00,1,737.482,12.97792630430673,0.0
2024-06-22 09:30:00,1,834.0555555555555,11.7689995899441,0.0
2024-06-22 09:40:00,1,854.392,10.584522296740618,0.0
2024-06-22 09:50:00,1,994.8657142857144,9.445568721355468,0.0
2024-06-22 10:00:00,1,1015.1155555555556,8.35384020263792,0.0
2024-06-22 10:10:00,1,1074.389,7.32117420065884,0.0
2024-06-22 10:20:00,1,1173.0733333333333,6.337092231950057,0.0
2024-06-22 10:30:00,1,1108.638,5.411125077636565,0.0
2024-06-22 10:40:00,1,988.413,4.552056210377761,0.0
2024-06-22 10:50:00,1,481.011,3.7594351713406944,0.0
2024-06-22 11:00:00,1,1130.756,3.0491705245989986,0.0
2024-06-22 11:10:00,1,1047.023,2.4283526857098625,0.0
2024-06-22 11:20:00,1,1016.723,1.8983194392364184,0.0
2024-06-22 11:30:00,1,1186.349,1.4562232994520825,0.0
2024-06-22 11:40:00,1,1233.1799999999998,1.0958712395349692,0.0
2024-06-22 11:50:00,1,1242.8960000000002,0.808761886799032,0.0
2024-06-22 12:00:00,1,1268.858,0.5850947865251871,0.0
2024-06-22 12:10:00,1,1258.825,0.4146436106953384,0.0
2024-06-22 12:20:00,1,1129.352,0.28749274885524,0.0
2024-06-22 12:30:00,1,995.28,0.1946088114574129,0.0
2024-06-22 12:40:00,1,839.1969999999999,0.12821768617452867,0.0
2024-06-22 12:50:00,1,814.426,0.08193199112358257,0.0
2024-06-22 13:00:00,1,922.095,0.05065254993298986,0.0
2024-06-22 13:10:00,1,869.4979999999999,0.03034557788612858,0.0
2024-06-22 13:20:00,1,843.6789999999999,0.017807868373255594,0.0
2024-06-22 13:30:00,1,337.702,0.010516408934119172,0.0
2024-06-22 13:40:00,1,392.102,0.006576247399817182,0.0
2024-06-22 13:50:00,1,423.488,0.004714003996185904,0.0
2024-06-22 14:00:00,1,118.458,0.004294566071737609,0.0
2024-06-22 14:10:00,1,236.364,0.005563180237893863,0.0
2024-06-22 14:20:00,1,412.961,0.011410394791899637,0.0
2024-06-22 14:30:00,1,237.349,0.041367501048697686,0.0
2024-06-22 14:40:00,1,102.077,0.3078438958103744,0.0
2024-06-22 14:50:00,1,105.763,6.047697266569263,0.0
2024-06-22 15:00:00,1,103.402,459.89429550105217,0.0
2024-06-22 15:10:00,1,107.728,64022.39833929238,0.0
2024-06-22 15:20:00,1,86.05199999999999,335302.9886276689,0.0
2024-06-22 15:30:00,1,87.99199999999999,94031.03572141948,0.0
2024-06-22 15:40:00,1,38.57,12267.84178088922,0.0
2024-06-22 15:50:00,1,39.651,883.9410656913915,0.0
2024-06-22 16:00:00,1,24.938,58.7113222717195,0.0
2024-06-22 16:10:00,1,24.157,7.091556003344531,0.0
2024-06-22 16:20:00,1,29.285000000000004,0.44821090770727817,0.0
2024-06-22 16:30:00,1,29.588,0.027260326191773196,0.0
2024-06-22 16:40:00,1,24.259,0.01131941070414289,0.0
2024-06-22 16:50:00,1,15.949000000000002,0.04007048819249329,0.0
2024-06-23 09:00:00,1,628.663,29.828692328861866,1.0
2024-06-23 09:10:00,1,628.663,25.459178714616606,1.0
2024-06-23 09:20:00,1,628.663,22.261300410144077,1.0
2024-06-23 09:30:00,1,628.663,20.217866536461074,1.0
2024-06-23 09:40:00,1,628.663,19.242997964445628,1.0
2024-06-23 09:50:00,1,628.663,18.93967570447716,1.0
2024-06-23 10:00:00,1,628.663,18.943332904730145,1.0
2024-06-23 10:10:00,1,628.663,18.88698516819138,1.0
2024-06-23 10:20:00,1,628.663,18.596905097472465,1.0
2024-06-23 10:30:00,1,628.663,18.044588054743226,1.0
2024-06-23 10:40:00,1,628.663,17.28334923928561,1.0
2024-06-23 10:50:00,1,628.663,16.382670288188958,1.0
2024-06-23 11:00:00,1,628.663,15.374485420283866,1.0
2024-06-23 11:10:00,1,628.663,14.30722186312475,1.0
2024-06-23 11:20:00,1,628.663,13.214475977443636,1.0
2024-06-23 11:30:00,1,628.663,12.114932397660185,1.0
2024-06-23 11:40:00,1,628.663,11.022945902251484,1.0
2024-06-23 11:50:00,1,628.663,9.952593793766287,1.0
2024-06-23 12:00:00,1,628.663,8.916808038941735,1.0
2024-06-23 12:10:00,1,628.663,7.926291970265871,1.0
2024-06-23 12:20:00,1,628.663,6.98886954374851,1.0
2024-06-23 12:30:00,1,628.663,6.109783502214359,1.0
2024-06-23 12:40:00,1,628.663,5.292443017361876,1.0
2024-06-23 12:50:00,1,628.663,4.539103416547533,1.0
2024-06-23 13:00:00,1,137.583,3.851252034553183,1.0
2024-06-23 13:10:00,1,137.583,3.2296672800063444,1.0
2024-06-23 13:20:00,1,137.583,2.6743589660128197,1.0
2024-06-23 13:30:00,1,137.583,2.1844876302768528,1.0
