序號,答案
20240117090001,119.45505273992713
20240117091001,155.12507109319935
20240117092001,159.6642957421305
20240117093001,155.3411408186137
20240117094001,168.84919317991506
20240117095001,135.96130790285324
20240117100001,181.1075680331223
20240117101001,236.90407827874577
20240117102001,221.96564247412118
20240117103001,220.72270100111507
20240117104001,243.1514973166575
20240117105001,205.6240810739903
20240117110001,226.12509325621676
20240117111001,245.13484400832004
20240117112001,187.94878506237922
20240117113001,179.3727001268002
20240117114001,256.42690208848336
20240117115001,160.15098686485294
20240117120001,294.431764574874
20240117121001,164.98838170710223
20240117122001,102.34535365481348
20240117123001,74.52812372299299
20240117124001,79.40655483537553
20240117125001,70.84047705236615
20240117130001,61.46556476275701
20240117131001,63.296685014276534
20240117132001,65.70894754356188
20240117133001,64.90614235970828
20240117134001,88.70451166865347
20240117135001,95.84954335103963
20240117140001,68.55547647990676
20240117141001,43.681829891828386
20240117142001,46.139114249657126
20240117143001,27.65845476676355
20240117144001,34.535819163097386
20240117145001,17.737962265942702
20240117150001,10.01117655061111
20240117151001,6.370143151625481
20240117152001,4.69491585129706
20240117153001,5.026711405118706
20240117154001,6.974714289680817
20240117155001,8.602662940843926
20240117160001,6.158746645361392
20240117161001,4.348940411764006
20240117162001,3.3231931375689943
20240117163001,3.308991867925708
20240117164001,2.3522934080821916
20240117165001,1.3587276448583276
20240119090001,271.2522518492567
20240119091001,664.4984375806588
20240119092001,472.31544503547696
20240119093001,207.30688170307758
20240119094001,432.75857741932793
20240119095001,765.2253647755376
20240119100001,507.834705496745
20240119101001,554.1553439078443
20240119102001,532.3047555873733
20240119103001,406.5597953916153
20240119104001,497.51443385150094
20240119105001,550.4236606503375
20240119110001,510.9928930894255
20240119111001,460.8431171530984
20240119112001,480.7845806126078
20240119113001,554.536936068168
20240119114001,361.9725635682365
20240119115001,174.07529879566778
20240119120001,208.98237486058298
20240119121001,64.69501435033432
20240119122001,93.7711034952513
20240119123001,306.57993914612746
20240119124001,222.402986485968
20240119125001,133.22694184109417
20240119130001,56.16293695363593
20240119131001,61.43393179517042
20240119132001,39.58518808313615
20240119133001,24.293551906218248
20240119134001,13.544911824264291
20240119135001,14.21691906902847
20240119140001,11.385367632826956
20240119141001,7.758639113328263
20240119142001,10.550293433627736
20240119143001,15.325459623286477
20240119144001,13.209224896241343
20240119145001,15.630877480326568
20240119150001,15.100376577794297
20240119151001,16.643632195548275
20240119152001,15.542689773528192
20240119153001,10.44242864368245
20240119154001,5.584622493468223
20240119155001,4.848758338676523
20240119160001,4.635829381630519
20240119161001,2.5254977823598455
20240119162001,1.1798499824865596
20240119163001,0.9876040406212503
