序號,答案
20240117090001,380.3459935356093
20240117091001,305.091888687649
20240117092001,375.1366555101372
20240117093001,363.4629142562599
20240117094001,353.3460590927401
20240117095001,314.9072950694867
20240117100001,359.2130698897377
20240117101001,385.16829300746906
20240117102001,386.3047181885279
20240117103001,369.39681753238403
20240117104001,382.44939897853897
20240117105001,333.41676612162917
20240117110001,304.19602909170476
20240117111001,287.53050325580233
20240117112001,261.92325967675777
20240117113001,257.6541366878205
20240117114001,300.0785362866171
20240117115001,14.621792707547698
20240117120001,48.69570772960475
20240117121001,-122.44681520703804
20240117122001,-183.53960292164112
20240117123001,-231.25846802761805
20240117124001,-193.10999433992214
20240117125001,-239.957686646352
20240117130001,-222.66132774813667
20240117131001,-238.11068663240889
20240117132001,-256.9874833529494
20240117133001,-267.6933037517977
20240117134001,-222.39072647579357
20240117135001,-195.32720466555492
20240117140001,-260.0252840820618
20240117141001,-255.91216465486207
20240117142001,-240.68164691563786
20240117143001,-245.6781093160165
20240117144001,-258.2107241408259
20240117145001,-294.41989994629773
20240117150001,-310.86009107528236
20240117151001,-320.83945480133747
20240117152001,-340.00261467852187
20240117153001,-343.202715643309
20240117154001,-337.0057806492715
20240117155001,-341.5397840513073
20240117160001,-343.85148376223856
20240117161001,-354.11061592019223
20240117162001,-354.9342087195922
20240117163001,-392.1164707527049
20240117164001,-383.1235022892759
20240117165001,-383.9740127338217
20240119090001,399.9150066762519
20240119091001,802.9863660038354
20240119092001,635.2757660679008
20240119093001,243.80012299629598
20240119094001,431.86125134412134
20240119095001,710.07538583875
20240119100001,796.8368079209786
20240119101001,723.8225369876618
20240119102001,692.575274805816
20240119103001,661.5028155276833
20240119104001,872.5607444055754
20240119105001,856.6830235684624
20240119110001,823.4827699839543
20240119111001,740.8911300407199
20240119112001,770.8471401876121
20240119113001,717.5213650947359
20240119114001,526.2537672196852
20240119115001,272.84027222985117
20240119120001,359.6496923421147
20240119121001,55.79789155223694
20240119122001,88.5057503515155
20240119123001,509.74989769853187
20240119124001,451.39767782793683
20240119125001,204.37578680007636
20240119130001,-21.870140654336524
20240119131001,-34.67718982218463
20240119132001,-88.44162811720535
20240119133001,-86.14934096947198
