DateTime,LocationCode,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW)
2024-01-26 16:00:00,13.0,0.0,1020.3716666666666,22.468333333333334,47.955000000000005,454.23499999999996,0.01
2024-01-26 16:10:00,13.0,,,,,,
2024-01-26 16:20:00,13.0,,,,,,
2024-01-26 16:30:00,13.0,,,,,,
2024-01-26 16:40:00,13.0,,,,,,
2024-01-26 16:50:00,13.0,,,,,,
2024-01-27 07:00:00,13.0,,,,,,
2024-01-27 07:10:00,13.0,,,,,,
2024-01-27 07:20:00,13.0,,,,,,
2024-01-27 07:30:00,13.0,,,,,,
2024-01-27 07:40:00,13.0,,,,,,
2024-01-27 07:50:00,13.0,,,,,,
2024-01-27 08:00:00,13.0,,,,,,
2024-01-27 08:10:00,13.0,,,,,,
2024-01-27 08:20:00,13.0,,,,,,
2024-01-27 08:30:00,13.0,,,,,,
2024-01-27 08:40:00,13.0,,,,,,
2024-01-27 08:50:00,13.0,,,,,,
2024-01-27 09:00:00,13.0,,,,,,
2024-01-27 09:10:00,13.0,,,,,,
2024-01-27 09:20:00,13.0,,,,,,
2024-01-27 09:30:00,13.0,,,,,,
2024-01-27 09:40:00,13.0,,,,,,
2024-01-27 09:50:00,13.0,,,,,,
2024-01-27 10:00:00,13.0,,,,,,
2024-01-27 10:10:00,13.0,,,,,,
2024-01-27 10:20:00,13.0,,,,,,
2024-01-27 10:30:00,13.0,,,,,,
2024-01-27 10:40:00,13.0,,,,,,
2024-01-27 10:50:00,13.0,,,,,,
2024-01-27 11:00:00,13.0,,,,,,
2024-01-27 11:10:00,13.0,,,,,,
2024-01-27 11:20:00,13.0,,,,,,
2024-01-27 11:30:00,13.0,,,,,,
2024-01-27 11:40:00,13.0,,,,,,
2024-01-27 11:50:00,13.0,,,,,,
2024-01-27 12:00:00,13.0,,,,,,
2024-01-27 12:10:00,13.0,,,,,,
2024-01-27 12:20:00,13.0,,,,,,
2024-01-27 12:30:00,13.0,,,,,,
2024-01-27 12:40:00,13.0,,,,,,
2024-01-27 12:50:00,13.0,,,,,,
2024-01-27 13:00:00,13.0,,,,,,
2024-01-27 13:10:00,13.0,,,,,,
2024-01-27 13:20:00,13.0,,,,,,
2024-01-27 13:30:00,13.0,,,,,,
2024-01-27 13:40:00,13.0,,,,,,
2024-01-27 13:50:00,13.0,,,,,,
2024-01-27 14:00:00,13.0,,,,,,
2024-01-27 14:10:00,13.0,,,,,,
2024-01-27 14:20:00,13.0,,,,,,
2024-01-27 14:30:00,13.0,,,,,,
2024-01-27 14:40:00,13.0,,,,,,
2024-01-27 14:50:00,13.0,,,,,,
2024-01-27 15:00:00,13.0,,,,,,
2024-01-27 15:10:00,13.0,,,,,,
2024-01-27 15:20:00,13.0,,,,,,
2024-01-27 15:30:00,13.0,,,,,,
2024-01-27 15:40:00,13.0,,,,,,
2024-01-27 15:50:00,13.0,,,,,,
2024-01-27 16:00:00,13.0,,,,,,
2024-01-27 16:10:00,13.0,,,,,,
2024-01-27 16:20:00,13.0,,,,,,
2024-01-27 16:30:00,13.0,,,,,,
2024-01-27 16:40:00,13.0,,,,,,
2024-01-27 16:50:00,13.0,,,,,,
2024-01-28 07:00:00,13.0,,,,,,
2024-01-28 07:10:00,13.0,,,,,,
2024-01-28 07:20:00,13.0,,,,,,
2024-01-28 07:30:00,13.0,,,,,,
2024-01-28 07:40:00,13.0,,,,,,
2024-01-28 07:50:00,13.0,,,,,,
2024-01-28 08:00:00,13.0,,,,,,
2024-01-28 08:10:00,13.0,,,,,,
2024-01-28 08:20:00,13.0,,,,,,
2024-01-28 08:30:00,13.0,,,,,,
2024-01-28 08:40:00,13.0,,,,,,
2024-01-28 08:50:00,13.0,,,,,,
2024-01-28 09:00:00,13.0,,,,,,
2024-01-28 09:10:00,13.0,,,,,,
2024-01-28 09:20:00,13.0,,,,,,
2024-01-28 09:30:00,13.0,,,,,,
2024-01-28 09:40:00,13.0,,,,,,
2024-01-28 09:50:00,13.0,,,,,,
2024-01-28 10:00:00,13.0,,,,,,
2024-01-28 10:10:00,13.0,,,,,,
2024-01-28 10:20:00,13.0,,,,,,
2024-01-28 10:30:00,13.0,,,,,,
2024-01-28 10:40:00,13.0,,,,,,
2024-01-28 10:50:00,13.0,,,,,,
2024-01-28 11:00:00,13.0,,,,,,
2024-01-28 11:10:00,13.0,,,,,,
2024-01-28 11:20:00,13.0,,,,,,
2024-01-28 11:30:00,13.0,,,,,,
2024-01-28 11:40:00,13.0,,,,,,
2024-01-28 11:50:00,13.0,,,,,,
2024-01-28 12:00:00,13.0,,,,,,
2024-01-28 12:10:00,13.0,,,,,,
2024-01-28 12:20:00,13.0,,,,,,
2024-01-28 12:30:00,13.0,,,,,,
2024-01-28 12:40:00,13.0,,,,,,
