DateTime,LocationCode,Serial,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW)
2024-01-17 15:20:00,2.0,20240117152002,0.26,1013.48,26.395,43.385000000000005,18605.415,61.745000000000005
2024-01-17 15:30:00,2.0,20240117153002,0.35,1013.485,26.19,44.99,15304.58,40.754999999999995
2024-01-17 15:40:00,2.0,20240117154002,1.064,1013.503,25.607999999999997,49.497,14010.832999999999,34.388999999999996
2024-01-17 15:50:00,2.0,20240117155002,0.905,1013.488,26.875,46.887,34592.511,144.951
2024-01-17 16:00:00,2.0,20240117160002,0.748,1013.483,29.331,40.120999999999995,34370.566000000006,85.024
2024-01-17 16:10:00,2.0,20240117161002,0.749,1013.5530000000001,27.070999999999998,44.637,12747.167,15.537
2024-01-17 16:20:00,2.0,20240117162002,0.47000000000000003,1013.6270000000001,24.284,52.443999999999996,10925.666000000001,9.622
2024-01-17 16:30:00,2.0,20240117163002,0.358,1013.674,24.881999999999998,49.266000000000005,13362.333000000002,7.0840000000000005
2024-01-17 16:40:00,2.0,20240117164002,0.034999999999999996,1013.768,23.23,53.875,5005.5,3.601
2024-01-17 16:50:00,2.0,20240117165002,0.0,1013.876,21.782999999999998,59.690999999999995,4420.5,3.032
2024-01-18 07:00:00,2.0,20240118070002,2.463,1013.277,14.488,82.03999999999999,3836.167,3.062
2024-01-18 07:10:00,2.0,20240118071002,1.481111111111111,1013.428888888889,14.694444444444445,81.38444444444445,5901.667777777778,7.333333333333333
2024-01-18 07:20:00,2.0,20240118072002,2.195,1013.4530000000001,15.001,80.051,7372.000999999999,10.956
2024-01-18 07:30:00,2.0,20240118073002,2.1079999999999997,1013.5110000000001,15.104,80.731,9079.0,16.131
2024-01-18 07:40:00,2.0,20240118074002,1.879,1013.586,16.161,77.36800000000001,19996.567,111.84099999999998
2024-01-18 07:50:00,2.0,20240118075002,1.559,1013.585,19.483,64.959,35950.369,358.563
2024-01-18 08:00:00,2.0,20240118080002,1.8539999999999999,1013.674,20.945999999999998,58.099000000000004,26116.086,202.79500000000002
2024-01-18 08:10:00,2.0,20240118081002,2.446,1013.7139999999999,19.282,61.8,26849.182,234.507
2024-01-18 08:20:00,2.0,20240118082002,1.812,1013.7819999999999,21.366,56.74400000000001,51546.143,697.3549999999999
2024-01-18 08:30:00,2.0,20240118083002,1.6644444444444444,1013.6511111111112,25.845555555555553,44.22555555555556,64523.98333333333,903.0766666666667
2024-01-18 08:40:00,2.0,20240118084002,1.514,1013.7049999999999,27.131,41.242000000000004,69299.001,1004.807
2024-01-18 08:50:00,2.0,20240118085002,1.828,1013.781,29.78,34.863,82957.227,1373.212
2024-01-18 09:00:00,2.0,20240118090002,0.4109999999999999,1013.8190000000001,33.164,29.889,88449.374,1509.0040000000001
2024-01-18 09:10:00,2.0,20240118091002,1.7399999999999998,1013.914,33.891,26.962,92837.343,1624.182
2024-01-18 09:20:00,2.0,20240118092002,1.793,1013.9200000000001,33.025,27.219,97186.49799999999,1740.4869999999999
2024-01-18 09:30:00,2.0,20240118093002,1.533,1013.869,33.142,26.5,102078.12700000001,1839.002
2024-01-18 09:40:00,2.0,20240118094002,2.9530000000000003,1013.814,31.383999999999997,28.7,105736.74299999999,1920.11
2024-01-18 09:50:00,2.0,20240118095002,3.093,1013.7210000000001,30.195,32.443,108745.25200000001,1988.648
2024-01-18 10:00:00,2.0,20240118100002,2.5,1013.5690000000001,31.363999999999997,31.794999999999998,111876.666,2020.1770000000001
2024-01-18 10:10:00,2.0,20240118101002,1.533,1013.2120000000001,33.501,27.083999999999996,115653.69499999999,2026.771
2024-01-18 10:20:00,2.0,20240118102002,1.481,1012.941,35.42,22.825,116911.871,2023.643
2024-01-18 10:30:00,2.0,20240118103002,1.6066666666666667,1012.7800000000001,35.21222222222222,23.61,117758.20000000001,2059.9544444444446
2024-01-18 10:40:00,2.0,20240118104002,1.9844444444444445,1012.6455555555555,34.52333333333333,24.704444444444444,117758.20000000001,2085.4555555555553
2024-01-18 10:50:00,2.0,20240118105002,2.185,1012.531,34.04600000000001,25.488999999999997,117758.2,2112.818
2024-01-18 11:00:00,2.0,20240118110002,1.4209999999999998,1012.5020000000001,35.304,22.417,117758.2,2097.597
2024-01-18 11:10:00,2.0,20240118111002,1.9420000000000002,1012.316,37.416000000000004,19.22,117758.2,2087.111
2024-01-18 11:20:00,2.0,20240118112002,1.533,1012.231,37.829,17.902,117758.2,2091.3309999999997
2024-01-18 11:30:00,2.0,20240118113002,0.705,1011.973,39.048,17.377000000000002,117758.2,2046.9569999999999
2024-01-18 11:40:00,2.0,20240118114002,0.758,1011.7819999999999,40.446999999999996,16.364,117758.2,2010.084
2024-01-18 11:50:00,2.0,20240118115002,1.297,1011.5350000000001,38.962,17.413999999999998,117758.2,2035.946
2024-01-18 12:00:00,2.0,20240118120002,0.6577777777777778,1011.37,40.34,16.12777777777778,117758.20000000001,2010.7722222222224
2024-01-18 12:10:00,2.0,20240118121002,1.045,1011.1030000000001,38.622,18.612000000000002,117758.2,2015.453
2024-01-18 12:20:00,2.0,20240118122002,0.993,1010.982,38.089999999999996,19.457,102398.435,2019.33
2024-01-18 12:30:00,2.0,20240118123002,1.142,1010.82,39.149,17.994,117758.2,2001.059
